Gene,immature,A,B
AKR7A2,61.651768,23.684195,59.17054
MRTO4,29.71063,14.93762,25.696573
NNAT,0.653348,0.862546,0.955079
USE1,9.933313,7.5818,7.843427
MCF2L2,0.035083,1.82E-02,9.58E-02
NRIP2,0.320388,0.310462,0.321969
LAMA3,0.035017,5.884419,0.125102
AP5M1,13.659658,12.118236,16.016634
ANAPC4,14.255656,11.965196,25.640392
KCNQ1,5.46385,1.844687,5.096128
TRAPPC3,36.079308,37.233566,35.136936
THRAP3,29.887075,35.903717,35.298378
PHPT1,45.662159,35.979385,40.269825
ENTPD2,0,0,0
LY75,13.104344,51.570499,21.157417
ARID4B,6.651415,9.609731,8.301991
OPN3,11.493077,5.216832,17.417154
SDCCAG8,12.778972,12.584923,20.273678
PTPRN,0.010419,0,0
HHAT,5.125721,3.506713,4.585036
KIF1B,14.062537,25.709541,15.093987
FOXC1,0,2.26E-02,2.59E-02
TBC1D22A,13.534256,12.360056,13.319264
SYNE2,0.765165,5.946848,0.869572
PLEKHH1,0.097583,0.316002,5.36E-02
ATP9A,7.308852,1.122551,8.029135
SPO11,0,0,0
CBLN4,0,0,0
CHRDL2,0,0,4.52E-02
FAM168A,5.484442,12.439509,4.783041
RELT,17.970224,27.315826,16.024511
GALC,18.806095,15.158138,21.182053
NOP58,18.036005,17.263023,21.70122
SZRD1,14.229462,46.465828,14.928459
KCNH2,0,0,0
CUL1,16.246763,63.813568,17.962772
FAM114A2,8.001584,6.539124,5.904579
CYFIP2,3.328964,5.383598,7.137984
TAB2,12.496717,12.657499,14.290084
GINM1,22.966782,24.880508,23.040232
EIF2AK2,5.940141,13.686794,9.154609
USP36,12.963097,12.07265,12.254237
KMT2C,8.446794,10.253184,7.218056
MCOLN3,23.461891,6.823255,31.943569
CCDC85A,0,0,0
PUM2,13.026179,12.108532,11.681773
MRPL43,23.54225,16.693243,17.410357
ITIH4,1.529413,2.674856,1.821823
ITIH1,0.07448,1.046088,0
C4orf27,7.038655,7.898993,4.476522
ZFR,15.294351,15.538478,19.686611
ZNF280C,0.350751,0.681777,0.360554
NPFFR2,0,0,0
PHF21B,0,0,0
TRAF1,17.143988,64.23201,27.321878
RC3H2,6.32664,11.501696,8.268389
PCGF2,0.35099,1.349019,0.231692
KIFC1,0,0,0
IL17RB,0.519203,0.446594,1.694294
TRAF3IP2,8.640352,6.278674,3.347006
GYG2,0,0,0
DCBLD2,1.065161,1.04538,0.916313
SERPINB3,0,0,0
SOAT1,65.453766,62.682274,56.442646
PKP2,0,0,0
MSH4,0,0,0
F7,0,0,0
GDI2,102.120247,130.549683,111.043304
PRDM1,2.540314,10.540251,1.594022
ATG5,9.670422,10.381967,9.813491
TMCC3,3.736043,2.101196,1.534913
PITHD1,31.5755,18.336597,30.317421
MTA3,3.852895,3.224807,5.13312
USP13,1.823952,3.838876,0.613516
ATP11B,18.610397,20.319187,15.120062
LAMC2,0,0,0
CDK14,9.787743,13.663784,5.158604
SEC61A1,38.725731,37.779652,78.129257
PPP1R12A,15.319516,21.031258,14.8638
RASGRF1,4.583154,1.68263,4.97788
CAMK2B,2.51106,0.131486,3.554984
CROCC,3.715553,5.086159,3.308714
POLR3E,6.973295,9.890532,8.25002
ATP2B4,6.910887,7.088335,10.531796
ZC3H11A,12.863868,15.324667,14.277255
RIOK2,7.562044,11.735121,6.489322
YIPF1,18.437435,23.722128,17.327467
NDC1,3.90591,4.999693,4.619533
DGKG,0.435624,5.920265,0.521386
FLYWCH1,5.975201,6.191373,6.248987
UNKL,5.064259,8.367481,5.830158
TBXAS1,56.754124,23.05497,81.844864
PARP12,44.884563,108.895279,75.317986
ALDH18A1,3.028449,4.066386,4.662935
TARBP1,9.219747,6.844073,11.722378
PET112,18.72476,11.477477,16.769178
MXD1,6.531545,16.139927,7.599991
CDK17,8.435809,11.273588,8.479315
DNAJC25,5.788799,5.351399,7.277896
SLC2A3,8.717502,20.571743,8.778945
PSD,4.063423,4.146481,2.518538
CTDP1,9.476401,10.120813,9.592724
YBX3,35.697868,68.220512,60.300217
STYK1,0,0,0
WNK1,30.181534,32.598629,36.345905
RPS17P5,0.858986,0.298997,0.525966
CCAR1,22.004068,29.458803,27.189146
OGFR,28.426544,51.329147,33.189041
GNA15,12.033105,30.930962,12.034958
CREB3L3,0,0,0
PIGV,4.596236,6.859863,4.930089
PTPRU,0.057393,6.32E-02,0.126097
SNRNP40,18.572306,11.326612,18.169254
RIMBP2,0,0,0
COL11A1,0,0,0
QSER1,1.985868,3.466796,7.131006
MPC1,61.873615,35.25013,57.233311
ACAA1,70.551163,54.291424,48.774975
BCAT1,42.683647,53.432716,24.859777
HDAC7,4.890175,11.02812,8.342026
LZTS1,0.028309,5.48E-02,0
PRDM6,0,8.31E-03,0
WNT8A,0,0,0
SPAG4,0,0.601976,0.183199
NCKAP1,2.56273,1.952016,2.587502
MRPS35,24.174519,19.06395,27.504154
GUCY1B3,0,1.410132,0
SFSWAP,12.217981,9.14239,12.595564
TNK2,18.800333,24.520483,11.712212
MON2,10.349557,11.392746,12.54506
CDH3,0.014544,2.06E-02,2.48E-02
ARSF,0,0,0
GPBP1,13.705948,20.906487,14.062005
DGAT2,2.486284,1.908304,1.044965
ZNF112,0.804886,0.517487,0.938899
CS,50.784866,63.462959,54.592884
LTK,0.030435,3.04E-02,0.56429
MRPS24,28.784307,21.570536,23.791737
ELMO2,26.788048,38.498489,23.109003
WAPAL,12.84873,15.479849,15.046309
VMP1,40.376423,60.545639,61.295376
APPBP2,4.526923,5.868633,5.401723
POLD1,14.564737,11.376408,27.027267
SEZ6,0,0,0
EIF4B,57.075832,56.089252,51.510105
SLC6A16,2.858395,0.604318,2.417071
GLTSCR1,2.461489,2.202028,1.512571
SPHK2,4.994617,8.560994,4.066379
RPL18,150.416809,125.873718,227.053116
CA11,8.790593,11.220855,8.168282
ISOC2,33.206085,32.819923,40.210167
U2AF2,39.970665,37.247028,36.918205
EPN1,27.910208,20.683662,28.323498
MED29,13.520491,9.316498,12.899606
AHRR,1.639055,0.312758,2.458713
GSC2,0,0,0
ZNF275,0.63799,1.384441,0.815988
MTMR1,24.646387,9.554694,20.340265
GPC1,1.230945,0.177047,0.555338
ADCK1,7.156196,5.52277,6.139621
HAGH,27.192062,32.83215,29.763121
RNF4,10.074527,30.048244,11.818304
CASP8,11.466159,29.364559,12.356215
LIMCH1,0.582174,0.429972,0.41481
ASUN,5.417897,8.112659,7.688651
TM7SF3,43.299171,31.885117,40.864399
DLX3,0.329991,7.70E-02,0.444828
SPA17,1.87638,0.545629,1.35708
TSPAN32,14.854883,5.140947,16.851316
WISP2,0,0,0
DMRT3,0,0,0
ST3GAL6,32.2985,33.088966,17.233553
ATP2C2,0,2.21E-02,0
NGFR,0,3.47E-02,0
CDON,0,1.69E-02,0
TAF2,5.275802,7.526602,8.255434
HIPK2,4.373273,5.724218,7.971038
TNPO3,20.542076,19.656828,19.706264
MEF2BNB-MEF2B,1.839556,1.708025,0
RFXANK,15.944439,17.961847,13.790625
TMEM161A,5.795446,6.320587,5.270628
LPAR2,34.136879,19.691475,31.092577
CTSA,318.692749,250.663788,303.019257
SUGP2,15.196275,11.607615,14.29439
SLC12A2,2.20918,2.116563,2.59946
SNX24,23.774534,12.438601,20.485458
EYA2,0.019662,1.43E-02,0
CNN2,13.514232,10.903048,16.290361
ABCA7,8.42565,9.410757,13.769207
SNCAIP,0.031821,0,8.33E-02
DDX20,3.364743,2.455413,3.654764
BTBD1,31.789032,31.085417,37.805527
FAR2,5.610467,3.302853,39.072449
BCAS1,0,0,4.32E-02
POU1F1,0,0,0
CHI3L2,1.172106,24.227985,2.985159
SBNO2,19.689293,60.343433,16.492485
PMS1,3.780619,2.685612,4.437507
HMG20B,54.796898,41.128212,117.691002
CALCRL,0.246455,0.217681,1.898173
TAF11,11.862364,10.346651,12.615755
ANKS1A,3.623162,3.782575,4.191926
AP3D1,40.92659,39.886681,49.156597
ZNF76,14.023829,14.247411,16.789961
SLC9A3R2,0.362561,0.779513,0
NTHL1,6.741826,3.956779,4.741416
UHRF1BP1,5.481013,12.160625,5.449064
GNAI3,26.631798,25.418837,25.073372
IPO5,18.971989,15.095216,19.338005
OAT,18.275124,19.737398,17.408724
WDR3,2.700371,2.275173,1.933557
PKN2,6.134226,6.181684,2.944621
WDR18,13.308575,10.855876,15.16922
TRAM2,3.136186,2.586251,3.174869
NTN1,0.053537,4.126949,7.40E-02
GLP2R,0,0,0
MCM10,0.702101,0,5.80E-02
DGKA,5.845659,7.283979,5.60475
ERBB3,0,1.32E-02,0.315685
ROPN1,0,0,0
ANKRD44,8.961413,28.683105,15.421976
KARS,47.790764,99.005623,60.845619
ADAT1,14.874526,19.448158,14.762252
PDIA5,3.272012,2.290873,1.661958
TBC1D22B,5.947441,11.168014,4.677478
NDUFB4,28.529356,29.073435,28.686169
SPEN,8.901654,12.506104,10.728452
MYLK,1.158187,3.05512,0.385926
ZC3H15,22.075731,21.057861,22.498411
MAP2K4,10.039908,11.450686,11.874585
TMEM206,14.167591,14.256706,15.590842
SNAP91,0,0,0
SLK,9.767102,9.391861,10.766244
CYB5R4,7.060511,8.09166,6.170304
COL17A1,0,0,0
GSTO2,0.340385,0.282496,0.291771
SEC61A2,1.78421,2.422085,1.264852
PRKCQ,0.115393,0.809227,5.46E-02
TLE2,0,0.205916,7.15E-02
ASB1,7.649738,4.585697,5.966568
FAM107B,30.194489,51.174908,18.403624
ME1,5.300975,4.768366,2.368841
TBC1D1,41.036201,43.31218,58.420609
CDK13,7.610698,7.096576,7.69945
MTHFD2,22.956579,61.357628,32.905262
SLC9A7,11.236283,11.324412,13.536744
FOXJ2,5.522387,8.288552,7.041432
YBX1,671.748291,340.685608,623.758179
PDE4A,11.740687,22.105875,6.373328
PPP2R5A,22.934935,11.944867,16.393318
CTNNA2,0,0,0
ELAVL1,7.657227,7.137983,6.977865
TIE1,37.526642,6.315605,23.637903
DIP2B,6.471688,8.207426,7.42738
SMARCD1,10.407603,10.248786,8.516188
KDM4A,7.635144,10.716134,9.297903
NFYC,13.655793,13.501636,16.574158
ZMYND12,0.823576,0.958593,0.33876
SLC9A3,0.043641,2.89E-02,0.131045
NGEF,0,0,0
ASPM,0.383138,5.00E-02,9.01E-02
CD84,75.635826,60.112812,65.383186
ELOVL1,71.991089,74.074684,63.116936
SPI1,304.495117,231.612381,344.666016
ZNRD1,12.900082,15.074864,10.015076
MPPED2,0,0,0
CLDN18,0,3.32E-02,7.49E-02
ZBTB11,4.129326,3.805994,5.324534
ATXN3,8.007677,4.494489,8.002603
GOLGA5,12.899723,13.537112,14.002173
FGFR2,0,0,0
LRRC40,2.808464,3.592184,2.882233
ISOC1,12.138372,18.72798,12.491552
EML1,0,0,0
TRMT11,6.206676,6.478631,7.318138
THUMPD1,14.908172,14.894397,14.917629
MSANTD3,22.665016,36.333565,33.906174
KIF26A,0,0,0
ATG2B,4.451902,4.737519,4.31646
ARFGEF1,18.12126,14.915465,18.548695
ACSM2B,0,0,0
ZFAT,2.815747,2.606677,1.594942
MTFR1,3.661015,3.80707,4.770094
STAG3,4.29603,2.321233,5.807901
FECH,19.079731,14.661544,18.319981
MYO9A,3.989638,3.536252,2.650502
DDX3Y,21.424696,26.902687,21.160151
PFKP,27.133608,61.651962,63.813591
IDI1,29.371098,38.294624,18.955404
SP100,39.672901,83.304031,26.582249
KLF6,43.441841,55.899513,32.25663
PPAP2A,0.233764,1.489373,0.584947
NEO1,0.021219,0.372591,7.30E-02
TRAM1,56.577911,56.03986,53.520714
PHKA1,0.964969,0.472871,0.668227
TNFRSF1A,39.388107,53.844666,50.731045
CACNB1,1.280396,0.719964,1.418271
EVI5,6.589552,7.490459,11.040555
STOML1,3.545544,10.84632,2.699611
PKM,919.337341,759.915161,569.481995
DHX29,6.7465,8.614635,8.07506
DNTTIP2,16.429071,14.717137,12.449224
METTL22,21.071323,8.644427,20.506115
TP53BP1,8.331034,9.224498,6.340966
TRO,0,0.133514,1.87E-02
RRP15,2.158413,1.152246,2.02178
RHOA,245.924942,212.017929,225.186432
DHX8,10.605324,13.671756,12.165744
PMS2P4,1.562666,0.82757,1.218926
PRKCZ,0,0,0
ZFY,1.941561,2.282103,1.95522
IARS2,35.325512,30.152647,46.500916
SYT1,0,0,0
NAV3,0,2.39E-02,0
IDH3G,40.264503,31.396467,37.770874
ROGDI,14.629562,10.871882,29.141678
PDZD4,0.101588,0.219407,0.14367
ATP2B3,0,1.41E-02,0
ROCK1,20.721615,14.550734,16.555782
CBFB,9.616427,13.20333,9.783836
PDK3,8.679636,9.893888,11.373945
HYAL2,16.222025,14.578579,14.550066
HDAC4,6.092993,7.019223,3.56365
RASSF1,17.873659,12.264867,22.080448
FGFR3,0,0,0
IFI35,15.885857,146.061356,16.531549
HEATR6,6.272131,10.424913,8.067945
COASY,21.236298,26.795284,18.618086
PLEKHH3,0.135345,0.16792,0
MEF2A,14.657491,14.598129,15.397526
OTUD5,12.417175,18.818863,15.06208
TFE3,27.614197,35.474415,24.74279
TBC1D25,2.125353,3.06082,2.511865
ACSL4,28.550819,59.807209,18.438997
INPP5A,3.12133,1.959284,2.401571
GPKOW,9.165006,10.882845,9.833425
GRIPAP1,20.992554,39.745293,27.973209
FTSJ1,7.759119,8.067669,7.830353
PRR11,2.482128,2.391963,3.90594
REEP1,1.172793,0.212592,1.786563
ATP11A,22.229624,34.802197,21.211226
POLR1A,5.868937,5.810781,5.977643
LAPTM4A,82.113937,96.575981,88.844337
TTC7A,21.222464,17.216381,20.978855
IP6K2,15.848672,16.872753,16.237507
STON1-GTF2A1L,0,0,0
SRBD1,6.568202,8.507402,4.083323
CYFIP1,167.617477,71.152626,181.663589
KIF2A,14.378209,12.077651,12.347619
RASGRP2,2.044015,2.65142,2.224544
PSME4,9.534174,12.568168,10.787536
IFT80,1.58516,2.503296,1.719423
SIRT2,27.922367,18.818611,28.681038
ERLEC1,20.191792,21.59058,19.73765
PPP2R5B,2.812232,6.974102,2.933972
PYGM,0,0.173664,0
PAGE1,0,0,0
PITX1,1.488893,3.221545,3.745033
TRPC7,0,0,0
TRPC7,0,0,0
TRPC7,0,0,0
MAST4,0.337323,0.259119,0.803786
GPR116,0,0,0
SDK2,0,7.23E-03,0
ADAM7,0,0,0
NUP133,10.369436,10.530708,11.127636
NUCKS1,17.256746,13.529532,18.500753
VPS35,23.564161,20.485264,26.134876
DNAJA2,16.597677,20.928001,21.497805
BCL3,19.532192,26.445211,7.940764
KCNAB2,239.237076,85.276443,191.723007
ABCC9,0,0,0
GAL,239.740326,86.786369,269.478088
CLEC2D,5.286314,13.96102,4.846045
FUNDC1,5.233655,7.048136,5.888568
MAOB,0,3.08E-02,0
RORA,0.163526,0.708337,0.205362
DRD4,0.06137,0.517081,0
TGFBR3,0.19067,0.415733,0.110203
KIAA1107,0.516619,0.81529,0.651761
PLA2G10,0,0,0
HES2,6.148333,4.97638,7.538081
ATP1B3,124.390907,63.511253,83.341866
NEDD4,0.222738,0.315739,9.81E-02
PIGB,6.445126,8.619571,8.246772
MAPK6,13.855991,14.968497,15.867784
GNB5,1.772613,1.143166,2.905313
RAB27A,8.94018,9.954008,5.679436
CECR5,18.38549,19.253262,22.958426
UFD1L,18.011923,15.746737,10.846463
LRP6,0,4.19E-02,0
GUCY2C,0.101756,0.109418,0.200402
SCT,0,0,0
PHRF1,8.692912,10.766047,9.723022
IKBKAP,7.347051,5.80211,5.381034
NUCB2,8.710343,20.396194,8.991814
PFN2,0.09423,0.197802,3.94E-02
PTPN3,0,0,0
SPTB,0.093942,0.382152,1.77E-02
DAPP1,7.928309,48.001812,12.229672
FGF10,0,0,0
SLC44A1,10.432717,8.00513,7.046645
TMEM260,5.14588,6.055871,4.090497
SMG6,6.37099,5.031293,6.373393
EXOC5,15.454734,31.485546,22.67704
CLTCL1,0.052429,2.85E-02,6.38E-02
FGF22,0,0,0
FSTL3,2.777592,2.315553,2.286257
DGCR2,13.324796,8.930913,13.788301
RNF126,15.86126,15.125101,13.992588
MNT,10.734569,10.461607,8.40536
ZXDC,6.53484,6.195112,6.644459
JMJD6,8.718975,14.901649,11.123501
POLB,11.024444,11.73335,8.411953
ST6GALNAC1,0,0,0
WIPI1,30.229883,28.270529,26.442284
FRMPD1,0,0,0
GBA2,24.100647,27.444214,28.417763
NDST1,14.211245,27.677835,18.258444
ASNS,1.216373,1.593979,0.703092
AP3M2,6.147729,4.918766,8.206052
CNGB1,0,0,0
ST6GALNAC2,8.830962,7.134831,4.973036
CHAT,0,0,0
PABPC1,182.008759,138.445831,333.821289
TESK2,7.445856,4.747841,3.585919
C16orf80,11.336172,11.513495,9.158719
CSNK2A2,18.06682,17.26226,19.869364
PTPN21,0.070092,5.71E-02,4.28E-02
EIF2B3,13.004663,10.846204,11.956699
CAMK2A,0,0.150478,0
TCOF1,7.490374,7.02719,8.404964
CDC42,111.122704,109.284737,109.693489
OSBPL3,9.200936,9.944518,9.671983
EPHA8,0,0,0
SLC12A3,0.019215,6.81E-02,1.58E-02
RAD18,2.600712,1.601659,2.157854
ATP2B1,9.282349,15.602704,10.828275
TRPM5,0,0,0
NCK2,6.49706,3.91101,7.779726
MAP4K4,24.177427,20.441162,25.664217
MGAT4A,8.029732,2.952919,7.744209
RPL31,240.297134,172.848923,233.274796
WDR1,163.665421,134.710419,172.71965
SNX13,7.127017,8.759427,11.875692
MS4A12,0,0,0
ARHGAP10,19.368021,14.104847,26.270714
RPS6KA2,30.519361,6.301088,25.040104
ING3,6.071673,4.962221,3.186354
VASH1,28.621126,19.43104,34.521568
LMCD1,0,0,0
WBSCR22,18.24316,21.514946,20.546406
SEL1L,29.946882,32.057331,43.408024
TRIP13,0.772146,0.182505,6.58E-02
ATP6AP1,164.516846,170.803055,177.537399
TCF3,12.076885,6.041229,11.267842
TRIB2,0.193746,0.606486,0.260617
DAZAP1,26.811264,26.840706,30.558012
MBD3,27.640724,23.617376,29.114168
PRLH,0,0,0
HLTF,3.875775,2.183495,2.696041
FAM50A,66.787727,54.809425,62.521973
FAM3A,13.177808,12.297208,19.265333
CPSF1,39.922859,26.824238,41.530052
MYO3B,0,0,0
CYBRD1,10.430585,4.343841,11.722851
CDH19,0,0,0
PDCD2,17.148474,21.320963,21.8515
SLC6A15,0,0,0
RDH11,37.414463,46.5742,40.449501
PRKACA,27.426014,23.49111,40.591366
LPHN1,0.644238,1.020805,0.936494
SPP2,0,0,0
ACTN1,160.34288,112.671242,170.964661
ZFYVE26,36.100365,28.733479,42.489708
RPS6KA6,0,0,0
EPN2,4.898913,2.119393,8.80592
PTPN18,44.255878,74.676651,57.545349
LIMS2,0.110668,8.80E-02,0.555805
ASIC4,0,0,0
SPEG,0.068939,8.83E-02,0.181135
LNX1,0.110195,0.745184,0
ALDH3A2,24.743671,17.334929,21.093058
TFRC,359.713776,435.446655,592.815186
SREBF1,20.559788,31.364939,35.012783
TRPC5,0,0,0
AFF4,12.773178,17.342199,15.433997
UBE2D1,9.799187,16.060337,5.636156
MPP5,2.623559,2.869864,2.658961
RHOBTB1,1.227195,0.365809,1.922218
ASAH2C,0,4.47E-02,0
SMC1A,11.408832,19.801437,11.334063
HSD17B10,28.742134,28.884995,18.857464
MARK2,12.46976,13.710083,17.557962
HMMR,0.913786,0.724994,0
CHFR,32.562428,47.25507,36.408531
TRHDE,0.009584,0,0
P4HA2,6.421975,5.77835,8.616879
FCGR2B,12.168882,2.441713,110.418503
NFATC3,9.618772,6.718528,12.220418
TRNT1,7.075295,5.568304,7.205106
ACADVL,198.07074,164.842285,170.00975
STK10,48.137363,37.973579,45.680679
FBXW11,18.903269,14.854817,15.82937
ACAP1,10.36587,16.585819,12.361237
CRMP1,0.374864,0.125929,0.279121
EVC,1.494888,1.419724,1.869132
DERL2,25.628847,14.246229,14.791328
SIDT1,0.490736,0.726345,0.207691
NDE1,11.653496,16.076876,6.79873
MRVI1,0,0,0
TMEM38A,0.622201,0.156634,0.427937
AP1M1,29.722187,31.513132,27.524809
PVR,6.552886,10.490575,5.155959
IKBKG,17.790527,26.062254,17.000729
XRCC1,9.179773,9.262244,8.461669
SCARB1,143.677734,34.733814,128.849228
CYP2W1,0,0,0
MCM2,8.593707,3.080142,6.477081
MOV10L1,0,0,0
PANX2,0.034826,0.460017,0.173324
SELO,7.564261,9.787814,7.665024
TP63,0.022083,1.57E-02,0
ALPK1,13.054218,9.849755,17.842573
LLGL2,2.771889,3.663434,0.836749
PDE8A,24.984983,20.11734,27.371687
CLCN4,1.109112,0.445387,1.577164
NLE1,1.109913,0.615277,0.914327
SDHA,60.16494,63.55135,60.268509
SMARCE1,16.853306,17.285971,17.266912
FNDC8,0,0,0
GSDMB,2.137029,1.180904,0.920014
KDM5A,11.084856,13.699013,9.432227
ADAM11,0.01712,0.971744,0
PPP2R3A,3.334324,1.724621,4.681306
FERMT2,0.693785,1.541207,0.326992
ABCB11,0,0,0
DHRS9,45.09642,18.679123,44.882847
CD5L,0,0,0
PTGS2,0.445933,15.653635,0.217187
IGF2BP2,2.330804,3.293131,5.161131
MAP3K13,4.451746,7.364079,4.743952
ST6GAL1,17.342934,29.121601,58.368023
TBX21,3.046593,13.054683,0.785912
VDAC1P1,10.491289,9.223932,9.56326
FRY,0.637003,0.253485,0.982442
PICALM,77.283669,84.714981,138.33139
NSF,27.295618,25.762039,24.479052
GLI2,0,0,0
CLASP1,8.831904,11.229237,10.488333
MRPS34,42.146965,21.838461,31.900669
NOTCH3,4.004344,2.594042,3.735095
CLNS1A,30.198839,48.187096,33.885662
PPP2R2C,0,0,4.39E-02
TEAD2,0.184622,0.307496,0
EED,12.394691,12.544292,10.283026
CDHR2,0.011783,1.16E-03,0
SNCB,0.038414,0,0
TSG101,28.710909,38.491367,40.952503
C17orf85,11.134832,11.902122,11.255147
ATP2A3,30.784681,14.25433,24.766762
CA12,0,0.529087,0
MGLL,162.13298,87.778511,185.584534
NTN4,0,0,0
BCS1L,9.384283,4.846263,8.662371
NUAK1,0.047,0,0
DPP8,8.876939,9.553245,7.327974
SLC24A1,4.83102,3.19864,3.770442
ZNF532,3.822864,4.579279,5.095018
SCARF1,7.757725,35.861118,15.665574
LMAN1,13.18305,12.208964,14.562145
PTPLAD1,24.555613,16.556795,27.653322
IPCEF1,0.105397,0.915689,4.01E-02
ZZEF1,17.634777,17.674622,23.474665
NOX3,0,0,0
ENO1,522.047058,582.46759,523.485657
SLC12A1,0,0,0
C19orf10,137.248154,99.332443,124.625809
ANO8,2.82486,3.89236,2.942594
TUBE1,3.541798,3.65775,3.708877
ARHGEF10L,22.444368,40.327209,12.194801
TXK,0.275196,1.002994,0.367431
WSCD2,0,0,0
KCNQ2,0,0,0
TACR2,0.401047,0.224632,0
ACTR6,6.701095,12.771348,4.002344
TIPIN,1.944025,1.160238,0.710979
SRI,24.594366,105.161148,20.503212
EIF4G3,20.980604,24.431654,22.334049
NUP37,5.938046,7.584021,6.078704
SEMA3A,0.890781,1.375899,0.431704
GTSE1,1.303719,7.73E-02,0.161461
SEMA3C,6.688067,9.250451,19.662863
TTC38,8.29987,6.608464,6.606969
ACAT1,35.998699,28.243387,43.199799
GRAMD4,35.954868,13.722335,28.406494
CELSR1,12.549273,5.629152,10.111368
WNT8B,0,0,0
ZNF638,17.232857,15.802777,20.534985
SLC25A40,7.105966,9.429762,8.617466
TIMM21,13.555308,6.756176,10.444203
ADD2,0.073872,2.55E-02,0.178693
FGF4,0,0,0
RASAL2,9.033631,10.524892,14.487071
VPS9D1,6.042209,12.390309,6.706684
ZNF37A,3.014336,2.861746,3.280013
MARK3,19.755922,32.221439,24.693401
SLC25A3,177.599884,122.426109,189.185272
FNDC3B,10.979145,24.582281,15.9461
FOSL2,11.575377,19.368021,15.550813
CACNG5,0,0,0
CACNG4,0,0,0
FRYL,7.764076,9.736303,7.313846
TMEM131,15.810072,24.037262,19.867506
FSCN1,30.439447,68.434151,21.039757
ACTB,2082.911621,1572.234619,2341.765381
MOCOS,0.011651,1.65E-02,4.28E-02
PLD1,16.979473,34.996567,10.793463
ATP12A,0,0,0
WDR62,1.585861,0.511496,1.146433
DLG1,8.944191,10.826172,12.523216
RAB7A,239.423065,192.639481,212.343231
BCAP29,12.632104,9.540233,11.228349
SEC31B,5.245219,4.16888,4.64421
SART3,19.789007,24.17692,22.065863
ARHGAP15,13.107195,8.669009,10.683395
TUBA3D,0,0,0
PAX2,0,0,0
EXOSC7,18.116344,19.148838,15.864283
KIFAP3,4.883461,6.70153,3.305432
MKRN2,6.970584,6.963776,7.385853
MCM6,9.540971,4.452024,6.116264
REXO2,16.479221,21.618587,16.835836
RBM7,4.201859,4.791904,4.046998
RBMS2,1.230014,2.013485,3.60455
BAZ2A,12.0315,33.035839,17.368422
PTPN23,12.166636,11.953082,10.602284
MLH1,14.010455,19.036068,13.236284
UNG,8.234318,4.64117,7.315821
FMO4,3.888381,1.259797,3.076718
KLHL20,6.597635,4.322698,5.626263
RGS11,0,0,0
SLC46A1,2.168484,9.64E-02,0.966809
PLXNA2,2.201913,0.561916,10.128274
SPAG5,2.551298,1.478064,4.483422
ANKRD13A,20.694393,53.462547,23.928215
TPD52,1.652473,3.546968,1.765101
ACACB,2.144541,2.60275,2.484937
TRAF4,5.325763,3.124683,7.501304
PAG1,4.435185,7.25727,3.958944
GPATCH1,3.018175,2.095421,2.039628
ICAM3,4.762056,5.555817,5.248008
NT5C2,26.401329,37.535526,37.887177
MCAM,0.065049,4.80E-02,0.13459
GPC4,85.227745,31.950388,39.85358
MBNL3,2.243492,2.692099,2.816781
CAMSAP3,0,0,0
RAP1GAP,0.147798,1.85E-02,0.166047
XAB2,14.161373,14.678898,14.035272
ARHGEF1,64.295448,65.332306,58.712868
STXBP2,101.427216,101.49588,110.19455
MAP2K7,7.800087,6.991604,5.486081
NMRK2,36.330559,1.884524,37.550209
DGKD,5.043633,4.065411,5.416389
CTTNBP2,0,0,0
ACTL6B,0,0,0
RARB,0.017692,0,5.78E-02
TOP2B,15.844114,19.068441,18.642675
TM9SF3,20.444168,21.783566,20.75696
NFKB2,60.112305,190.075607,37.033199
UBE2T,1.562265,0.967754,0.478171
PPP1R12B,1.962376,2.563885,2.947972
DNAJC10,8.245401,14.113556,11.848388
GTF3C1,14.083976,13.173326,12.572896
IL4R,22.023537,71.061287,22.580299
USP33,15.959388,24.465456,14.376743
PAK3,0,2.62E-02,0
CAPN6,0,2.22E-02,0
DCX,0,0,0
SNRPA,13.291445,17.146656,16.807182
SPAG6,0,0,0
EXOSC5,12.890204,6.065858,8.456062
DYNC1I2,47.269745,31.309376,35.928993
APBB1IP,20.962942,9.88973,35.20322
LRCH4,31.534737,43.56881,31.90876
FAM76B,5.738699,4.831462,5.767801
SIRT6,11.688836,11.174767,11.618652
TYR,0,0,0
POLD3,5.681691,6.632636,5.905917
ACTN2,0.501859,0,0
CAPZB,165.715912,100.075966,116.886284
GPR137B,37.076908,43.237411,43.378674
NAALAD2,0.074385,3.20E-02,0
JADE1,1.630972,1.100666,2.571279
SLC25A43,11.831429,5.326667,7.550325
UBE2A,26.130997,26.376291,26.543715
FGFR1,35.843555,4.693248,26.907415
FKBP6,0.124838,0.254168,0.205951
GTF2I,24.345966,30.726782,21.071777
